CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
-0.76,-0.9,0.91,1.91,1.03,0.96,-0.91,-1.55,-1.03,0.42,Yes
0.47,0.31,-1.1,1.44,0.34,1.1,-0.91,0.65,-1.03,1.28,Yes
0.39,0.31,-1.1,0.67,1.72,0.89,0.81,-1.55,0.97,-1.66,No
0.01,-0.9,0.91,-0.56,1.03,-1.23,0.81,0.65,0.97,1.4,No
0.42,1.52,0.91,-0.95,1.03,-1.23,0.81,0.65,-1.03,-1.15,No
-0.18,-0.9,-1.1,0.2,-0.7,-1.23,-0.91,0.65,-1.03,1.7,Yes
1.19,1.52,0.91,2.39,1.38,0.96,-0.91,0.65,0.97,-0.77,Yes
0.93,0.31,-1.1,-1.04,1.38,0.28,0.81,0.65,0.97,0.1,No
-1.94,0.31,0.91,1.53,-1.39,1.55,-0.91,0.65,-1.03,0.3,Yes
0.53,-0.9,0.91,-0.18,0.69,-1.23,0.81,-1.55,-1.03,-0.64,No
1.35,-0.9,0.91,0.1,0.34,0.9,-0.91,0.65,-1.03,1.12,No
-1.98,0.31,0.91,-0.47,1.03,0.79,-0.91,-1.55,0.97,1.16,Yes
-0.03,1.52,0.91,0.67,1.03,0.82,-0.91,0.65,-1.03,0.09,Yes
0.27,-0.9,0.91,0.29,0.69,-1.23,0.81,0.65,-1.03,0.49,Yes
-1.05,-0.9,-1.1,1.72,0.69,-1.23,2.53,-1.55,0.97,1.25,Yes
-0.77,0.31,-1.1,1.25,-1.39,0.42,-0.91,0.65,-1.03,-0.81,Yes
0.23,1.52,-1.1,-0.38,-0.0,-1.23,0.81,0.65,0.97,0.15,No
-2.3,1.52,0.91,-0.18,-1.04,-1.23,0.81,0.65,0.97,-0.22,No
-0.8,0.31,0.91,1.34,-0.0,1.61,-0.91,-1.55,-1.03,0.84,Yes
0.65,0.31,0.91,0.58,1.38,0.8,-0.91,-1.55,0.97,0.7,Yes
0.55,-0.9,-1.1,-1.23,0.69,1.0,2.53,-1.55,-1.03,0.19,Yes
-0.48,-0.9,-1.1,-1.91,0.69,-1.23,0.81,0.65,-1.03,0.49,No
0.5,-0.9,0.91,-0.95,-1.39,0.37,-0.91,-1.55,0.97,0.15,No
0.15,-0.9,-1.1,0.2,0.69,0.34,-0.91,0.65,0.97,0.97,Yes
-1.01,0.31,0.91,1.34,1.03,1.8,0.81,0.65,-1.03,-1.22,Yes
-0.82,1.52,-1.1,1.72,-1.39,0.94,-0.91,0.65,-1.03,-1.74,Yes
0.33,1.52,0.91,0.77,-0.7,-1.23,0.81,-1.55,-1.03,0.5,No
-1.26,-0.9,-1.1,-1.04,1.03,-1.23,-0.91,-1.55,-1.03,-1.09,Yes
2.06,-0.9,0.91,0.58,-0.7,0.7,0.81,0.65,-1.03,-0.82,Yes
-1.15,-0.9,-1.1,-1.23,0.69,0.61,-0.91,-1.55,-1.03,-0.12,No
-0.52,1.52,0.91,0.48,-1.04,1.13,-0.91,-1.55,0.97,0.32,No
-0.79,-0.9,0.91,0.1,1.38,0.76,-0.91,-1.55,0.97,-1.56,No
-0.8,1.52,0.91,-0.66,-1.39,-1.23,-0.91,0.65,-1.03,-0.61,Yes
0.95,1.52,0.91,-1.04,-1.04,1.85,-0.91,0.65,-1.03,1.36,No
0.72,0.31,-1.1,-1.33,-0.7,-0.19,0.81,0.65,0.97,-0.88,No
-0.06,1.52,0.91,1.44,0.69,0.79,-0.91,-1.55,-1.03,-0.84,Yes
0.78,-0.9,0.91,-1.04,1.03,-1.23,0.81,0.65,-1.03,-1.22,No
0.09,-0.9,-1.1,-0.37,1.38,-1.23,0.81,-1.55,0.97,-1.09,No
1.02,0.31,0.91,-1.61,-0.35,0.74,-0.91,0.65,-1.03,0.7,No
-1.98,0.31,-1.1,0.96,0.34,0.89,0.81,-1.55,0.97,-1.07,No
-0.2,0.31,-1.1,1.44,0.34,0.94,0.81,-1.55,-1.03,0.55,No
0.21,-0.9,0.91,-1.8,-0.7,-1.23,0.81,0.65,-1.03,-1.27,No
-1.39,0.31,0.91,2.58,-1.39,1.48,0.81,-1.55,0.97,0.88,No
0.2,1.52,0.91,-0.85,-1.73,-0.03,-0.91,0.65,0.97,-1.4,No
-0.82,-0.9,0.91,0.2,-0.35,0.43,-0.91,0.65,-1.03,0.44,No
0.28,-0.9,-1.1,-0.28,1.38,-1.23,-0.91,0.65,0.97,-0.56,No
-0.18,-0.9,0.91,1.63,-0.7,-1.23,-0.91,0.65,-1.03,-1.61,Yes
-0.09,-0.9,0.91,2.58,0.69,0.98,-0.91,0.65,0.97,0.36,Yes
-0.17,-0.9,0.91,-0.66,1.03,1.48,-0.91,0.65,0.97,-0.8,No
-0.05,-0.9,0.91,0.77,-0.35,0.67,-0.91,0.65,-1.03,-0.64,No
1.0,-0.9,0.91,1.82,-1.04,0.02,0.81,0.65,0.97,1.36,No
1.73,-0.9,0.91,-0.28,0.69,-1.23,0.81,-1.55,-1.03,0.04,Yes
1.0,0.31,0.91,0.01,-1.04,0.73,-0.91,0.65,0.97,-1.42,Yes
-1.17,0.31,0.91,-0.09,-0.7,1.17,-0.91,0.65,-1.03,1.05,No
1.06,0.31,0.91,1.34,-1.39,0.41,2.53,0.65,-1.03,0.37,Yes
0.37,0.31,0.91,2.77,-0.0,1.72,-0.91,-1.55,0.97,0.32,No
0.56,0.31,-1.1,2.2,-1.73,0.71,-0.91,-1.55,0.97,0.84,Yes
-0.44,-0.9,-1.1,0.67,-1.39,-1.23,-0.91,0.65,0.97,1.2,No
-0.05,-0.9,-1.1,0.39,-1.04,-1.23,2.53,0.65,-1.03,1.57,Yes
0.41,-0.9,0.91,-0.76,-0.35,-1.23,-0.91,-1.55,0.97,-1.16,Yes
0.18,1.52,-1.1,3.34,-0.7,0.49,-0.91,-1.55,-1.03,-1.14,Yes
-0.93,0.31,0.91,0.58,-1.39,1.5,-0.91,0.65,-1.03,0.48,No
1.91,0.31,-1.1,-1.14,0.69,0.33,-0.91,0.65,0.97,-1.05,No
1.49,1.52,-1.1,1.06,1.03,0.84,0.81,0.65,-1.03,-1.62,Yes
-1.34,0.31,0.91,1.73,-0.35,0.91,-0.91,0.65,0.97,0.8,Yes
1.84,-0.9,0.91,0.39,-0.0,-1.23,-0.91,0.65,-1.03,1.11,Yes
-0.4,0.31,0.91,1.25,-1.73,1.15,-0.91,0.65,0.97,-1.24,Yes
1.33,-0.9,-1.1,-0.18,-0.35,-1.23,0.81,0.65,0.97,-1.11,No
1.35,-0.9,0.91,0.1,-1.04,-1.23,-0.91,0.65,-1.03,-0.27,Yes
0.11,0.31,-1.1,1.15,-1.39,0.98,-0.91,0.65,-1.03,0.99,Yes
1.07,-0.9,-1.1,-1.33,0.69,0.75,-0.91,0.65,-1.03,-1.61,Yes
-1.14,1.52,-1.1,0.58,0.69,0.57,0.81,-1.55,-1.03,0.43,Yes
-0.56,0.31,0.91,-0.18,0.69,0.99,0.81,0.65,-1.03,-1.62,Yes
-1.47,0.31,-1.1,0.29,-0.0,0.75,0.81,0.65,0.97,-1.52,No
0.78,0.31,-1.1,0.48,-0.7,1.49,-0.91,-1.55,-1.03,-0.74,Yes
1.31,0.31,-1.1,1.15,0.34,0.59,0.81,0.65,-1.03,-0.11,Yes
-2.87,0.31,0.91,1.44,0.69,0.53,-0.91,-1.55,0.97,-0.35,Yes
-0.54,0.31,0.91,-0.28,-0.7,0.5,0.81,0.65,-1.03,1.28,No
0.97,1.52,-1.1,-0.37,-1.39,-1.23,-0.91,0.65,-1.03,0.13,No
0.27,-0.9,-1.1,-0.47,1.72,-1.23,0.81,0.65,0.97,0.04,No
-1.37,1.52,-1.1,2.39,0.34,-1.23,-0.91,-1.55,0.97,0.53,No
-1.16,0.31,-1.1,1.52,-0.7,1.1,4.25,0.65,-1.03,-1.27,Yes
0.98,1.52,-1.1,0.87,-0.0,1.01,-0.91,0.65,0.97,0.87,Yes
-0.68,-0.9,0.91,-0.56,-1.39,-1.23,-0.91,-1.55,-1.03,-0.59,Yes
0.58,1.52,-1.1,-1.04,1.72,-1.23,0.81,0.65,0.97,0.84,No
-1.49,-0.9,0.91,-0.66,-0.7,-1.23,0.81,0.65,-1.03,-0.35,No
-0.55,0.31,-1.1,-1.33,-1.39,1.08,-0.91,0.65,0.97,0.29,No
0.28,-0.9,0.91,-1.61,1.03,0.6,-0.91,-1.55,0.97,-1.07,Yes
0.23,0.31,0.91,1.06,1.72,1.06,-0.91,0.65,-1.03,-1.38,Yes
-0.27,0.31,-1.1,1.44,0.34,0.68,4.25,0.65,-1.03,0.55,Yes
-1.44,0.31,0.91,0.48,-1.04,0.7,-0.91,0.65,0.97,-0.99,Yes
-1.46,0.31,0.91,-0.66,0.69,0.28,2.53,0.65,0.97,0.97,Yes
-1.16,1.52,0.91,3.25,0.69,0.74,-0.91,-1.55,0.97,0.57,Yes
-1.0,0.31,-1.1,1.63,0.34,0.99,-0.91,0.65,0.97,-0.96,Yes
0.23,-0.9,0.91,0.87,0.34,0.68,-0.91,0.65,0.97,-1.34,No
-0.74,-0.9,-1.1,0.29,-0.7,0.19,-0.91,0.65,-1.03,0.11,No
0.09,0.31,-1.1,1.06,-1.39,0.75,-0.91,0.65,-1.03,1.04,Yes
0.67,-0.9,0.91,0.2,1.38,0.4,-0.91,0.65,-1.03,0.34,No
-1.85,-0.9,0.91,1.72,-1.39,1.0,-0.91,0.65,-1.03,-1.55,Yes
0.63,0.31,0.91,-0.76,-1.73,1.87,0.81,0.65,0.97,1.36,No
0.24,0.31,0.91,-0.56,-1.39,-0.11,-0.91,0.65,0.97,-0.2,No
-0.58,-0.9,-1.1,1.15,-1.39,-1.23,2.53,0.65,-1.03,0.28,Yes
-2.22,-0.9,0.91,-0.09,1.03,-1.23,-0.91,-1.55,-1.03,-1.13,No
2.06,0.31,0.91,2.01,1.72,0.43,-0.91,0.65,-1.03,-1.24,Yes
-0.76,-0.9,-1.1,-0.47,-1.73,0.82,-0.91,-1.55,-1.03,1.34,No
-1.58,0.31,0.91,-1.04,1.03,0.86,-0.91,0.65,-1.03,1.73,No
0.52,-0.9,-1.1,0.67,-1.39,1.36,-0.91,0.65,-1.03,1.26,No
-0.18,-0.9,-1.1,-0.46,-0.0,-1.23,0.81,-1.55,-1.03,1.43,No
-1.82,-0.9,-1.1,3.34,-0.7,-0.06,0.81,-1.55,0.97,0.0,No
-1.76,-0.9,-1.1,-0.66,-0.7,-1.23,-0.91,0.65,-1.03,-1.67,Yes
1.19,-0.9,0.91,0.2,-0.7,-0.14,0.81,0.65,-1.03,-0.23,No
-0.66,-0.9,0.91,0.01,-1.39,0.38,0.81,0.65,0.97,0.33,No
-0.46,-0.9,0.91,1.82,-1.04,-1.23,0.81,0.65,-1.03,-1.49,Yes
-0.1,0.31,0.91,-1.23,0.69,0.96,-0.91,-1.55,0.97,0.88,No
0.69,-0.9,0.91,-0.76,-0.35,0.39,0.81,0.65,0.97,1.55,No
-0.61,0.31,0.91,-0.47,-0.7,0.53,-0.91,0.65,0.97,-1.06,No
-1.64,-0.9,-1.1,0.01,-0.0,-0.07,-0.91,0.65,-1.03,1.71,Yes
-1.6,1.52,-1.1,-0.76,0.34,0.68,-0.91,0.65,0.97,0.41,No
-0.95,1.52,0.91,-1.04,-0.35,0.13,0.81,0.65,-1.03,-0.19,Yes
-0.21,-0.9,0.91,-0.09,-0.0,0.76,-0.91,0.65,-1.03,-0.23,No
-0.66,-0.9,0.91,0.67,1.38,-1.23,-0.91,-1.55,0.97,1.42,No
0.21,0.31,0.91,-0.56,1.38,-0.56,0.81,0.65,0.97,0.17,No
-1.05,-0.9,0.91,-1.52,-1.39,-1.23,-0.91,-1.55,-1.03,0.52,No
-0.89,0.31,-1.1,1.06,-0.7,0.89,0.81,-1.55,0.97,1.19,Yes
-2.58,-0.9,0.91,-0.76,0.34,-1.23,0.81,0.65,-1.03,-1.38,No
-0.75,-0.9,0.91,0.2,-1.39,0.25,0.81,-1.55,-1.03,0.39,No
0.28,-0.9,0.91,0.1,-1.04,-1.23,0.81,-1.55,-1.03,-1.44,No
0.38,0.31,-1.1,0.01,-0.0,0.57,-0.91,0.65,0.97,-0.94,No
1.4,0.31,-1.1,1.25,-1.39,0.16,-0.91,-1.55,0.97,-0.77,Yes
0.58,0.31,0.91,0.67,-0.35,1.45,-0.91,-1.55,0.97,-0.44,Yes
1.58,-0.9,0.91,3.91,-0.7,0.67,-0.91,0.65,0.97,1.49,No
1.03,1.52,0.91,-0.76,-1.04,-1.23,0.81,0.65,-1.03,1.28,No
-1.8,-0.9,0.91,-0.56,-1.73,0.94,-0.91,0.65,-1.03,-0.12,Yes
0.45,1.52,-1.1,1.63,0.69,-1.23,-0.91,0.65,-1.03,0.49,Yes
0.12,-0.9,-1.1,0.39,-0.35,-1.23,0.81,-1.55,-1.03,-1.01,No
-0.31,0.31,-1.1,-1.33,-0.7,0.01,0.81,-1.55,-1.03,0.19,No
0.86,0.31,0.91,-0.18,-1.04,0.21,-0.91,0.65,-1.03,1.44,No
0.35,-0.9,-1.1,-0.18,0.34,1.53,2.53,0.65,-1.03,0.03,Yes
0.56,0.31,-1.1,0.67,1.03,0.25,0.81,0.65,0.97,-1.11,No
-0.67,1.52,0.91,0.2,1.38,1.02,0.81,0.65,-1.03,1.11,No
0.72,0.31,-1.1,0.01,0.34,0.84,2.53,-1.55,-1.03,-1.12,Yes
0.85,0.31,-1.1,0.1,0.34,1.16,-0.91,0.65,-1.03,0.86,Yes
-0.11,-0.9,0.91,0.96,1.72,-1.23,0.81,0.65,-1.03,-0.52,Yes
0.34,-0.9,-1.1,-1.52,-0.0,-1.23,0.81,0.65,0.97,0.25,No
0.12,0.31,-1.1,0.1,0.34,0.42,0.81,0.65,0.97,0.84,Yes
0.14,1.52,0.91,-0.66,0.34,0.79,-0.91,0.65,-1.03,1.19,No
-0.8,0.31,0.91,-0.47,0.69,0.62,-0.91,0.65,0.97,-0.03,Yes
0.75,-0.9,-1.1,0.77,-0.7,0.88,-0.91,0.65,0.97,0.28,Yes
-0.0,0.31,0.91,0.39,1.38,-0.36,0.81,-1.55,-1.03,-0.95,No
-0.72,0.31,0.91,-0.85,-1.39,0.39,0.81,-1.55,0.97,1.36,Yes
-2.01,0.31,-1.1,-0.47,1.72,0.9,-0.91,0.65,0.97,-0.75,No
-0.88,-0.9,-1.1,-1.04,-0.35,-1.23,-0.91,0.65,-1.03,0.61,Yes
-0.14,-0.9,0.91,-0.66,-0.0,-1.23,0.81,0.65,-1.03,0.85,No
-0.32,0.31,-1.1,1.72,1.72,0.2,-0.91,-1.55,-1.03,-1.45,Yes
0.19,-0.9,0.91,-0.76,-0.0,-1.23,0.81,0.65,-1.03,-0.54,No
1.95,-0.9,0.91,-0.48,-0.7,-1.23,0.81,-1.55,-1.03,-0.41,Yes
1.44,1.52,0.91,-1.14,1.38,-1.23,0.81,0.65,-1.03,1.0,Yes
0.23,1.52,-1.1,-0.28,-0.0,-1.23,0.81,-1.55,0.97,-1.03,No
-0.84,0.31,0.91,-0.66,0.34,0.43,0.81,0.65,0.97,1.41,No
2.06,0.31,-1.1,0.87,-1.04,0.81,-0.91,0.65,-1.03,1.73,Yes
0.26,1.52,-1.1,0.77,0.34,-1.23,-0.91,0.65,0.97,-1.64,No
2.06,1.52,-1.1,-0.28,1.38,-1.23,0.81,-1.55,-1.03,-0.14,No
-0.36,0.31,0.91,0.01,0.34,0.33,-0.91,-1.55,0.97,-0.4,Yes
0.38,-0.9,-1.1,0.1,0.69,0.83,-0.91,0.65,-1.03,-0.65,No
-0.18,-0.9,-1.1,-1.52,-1.04,0.38,-0.91,0.65,-1.03,0.22,No
0.05,0.31,-1.1,3.25,-1.73,0.1,-0.91,-1.55,0.97,-1.42,Yes
0.22,1.52,-1.1,1.06,-0.0,1.84,-0.91,0.65,-1.03,0.91,No
-1.0,-0.9,-1.1,1.53,-0.35,0.59,-0.91,-1.55,-1.03,1.27,Yes
-0.87,0.31,0.91,2.87,-0.0,0.78,0.81,-1.55,0.97,-0.89,Yes
0.7,0.31,0.91,0.01,-0.0,0.76,-0.91,0.65,-1.03,1.21,Yes
-0.05,0.31,-1.1,0.38,1.03,1.3,-0.91,0.65,-1.03,0.78,Yes
-0.38,-0.9,0.91,-1.71,1.03,0.08,2.53,0.65,-1.03,-1.54,Yes
0.5,1.52,-1.1,1.73,1.38,-1.23,-0.91,0.65,0.97,-0.81,Yes
-0.54,1.52,0.91,-1.23,-0.7,0.98,-0.91,0.65,-1.03,0.47,No
2.06,-0.9,0.91,-0.47,-1.39,0.84,-0.91,0.65,-1.03,0.39,Yes
-0.58,-0.9,0.91,0.39,-1.04,0.22,0.81,0.65,-1.03,-0.65,No
0.55,-0.9,0.91,-0.47,1.03,-1.23,-0.91,0.65,0.97,1.59,No
-0.02,-0.9,-1.1,-0.47,1.03,0.73,0.81,-1.55,-1.03,0.08,No
-1.46,-0.9,-1.1,0.39,1.38,1.52,0.81,0.65,-1.03,-1.68,No
2.06,-0.9,0.91,0.48,-0.7,1.22,0.81,0.65,-1.03,-0.0,No
-0.18,-0.9,-1.1,-0.37,1.03,-1.23,-0.91,0.65,-1.03,-0.72,Yes
1.49,1.52,-1.1,-0.37,-1.04,-1.23,-0.91,0.65,0.97,-0.74,Yes
0.01,-0.9,-1.1,0.1,-0.35,1.13,-0.91,0.65,0.97,1.01,Yes
1.09,-0.9,0.91,-0.47,-1.04,-1.23,0.81,0.65,-1.03,1.08,No
-0.01,-0.9,-1.1,1.34,0.34,-1.23,-0.91,0.65,-1.03,0.85,Yes
1.05,-0.9,-1.1,3.15,-0.7,0.29,-0.91,0.65,-1.03,-1.31,Yes
-1.17,-0.9,0.91,-0.47,1.38,0.68,-0.91,-1.55,0.97,-0.54,No
-0.26,1.52,0.91,1.42,-1.73,0.59,-0.91,0.65,0.97,-0.35,Yes
0.75,0.31,-1.1,1.06,-1.39,0.99,-0.91,-1.55,0.97,-0.11,Yes
-0.26,-0.9,0.91,0.48,-1.04,-1.23,2.53,0.65,0.97,1.14,Yes
0.09,-0.9,0.91,1.63,0.34,0.66,-0.91,0.65,-1.03,-1.08,Yes
-0.25,1.52,0.91,0.2,-1.39,0.25,-0.91,-1.55,-1.03,-0.65,No
1.68,0.31,-1.1,0.29,0.34,0.39,-0.91,0.65,-1.03,1.26,Yes
0.26,-0.9,0.91,0.39,-1.73,0.61,-0.91,0.65,-1.03,-0.24,No
1.06,0.31,0.91,-0.95,1.38,0.06,-0.91,0.65,0.97,-1.63,No
0.39,1.52,-1.1,0.01,0.69,0.35,-0.91,0.65,-1.03,1.52,Yes
0.87,-0.9,-1.1,-0.18,-1.39,-1.23,0.81,0.65,-1.03,1.63,Yes
2.06,1.52,0.91,0.58,-0.35,1.43,0.81,-1.55,0.97,-1.11,No
-1.99,-0.9,0.91,-1.14,-0.7,1.77,-0.91,-1.55,0.97,-1.67,Yes
-0.27,-0.9,-1.1,-0.95,-1.04,0.08,-0.91,0.65,0.97,-0.6,No
-0.43,-0.9,-1.1,0.39,-1.04,-1.23,-0.91,0.65,0.97,1.68,Yes
0.17,0.31,0.91,1.53,-0.0,0.79,-0.91,0.65,0.97,-1.07,No
-1.56,1.52,0.91,-0.09,0.34,-1.23,0.81,0.65,0.97,1.26,No
0.17,-0.9,-1.1,0.29,-1.04,2.11,0.81,-1.55,-1.03,-0.25,No
0.6,-0.9,-1.1,0.1,0.34,0.74,0.81,0.65,-1.03,1.31,Yes
-0.18,1.52,-1.1,0.67,-1.39,-1.23,-0.91,0.65,-1.03,0.63,No
-0.09,1.52,-1.1,-0.66,-1.39,0.89,-0.91,-1.55,0.97,-0.51,No
0.55,0.31,0.91,-0.37,-0.7,-0.26,-0.91,0.65,0.97,-0.87,Yes
1.24,0.31,0.91,0.58,0.34,0.92,-0.91,0.65,0.97,-1.44,Yes
-1.28,-0.9,-1.1,0.67,0.69,0.8,-0.91,0.65,-1.03,-1.16,Yes
0.83,0.31,-1.1,-1.33,-1.73,1.46,0.81,0.65,0.97,-1.61,Yes
1.8,0.31,0.91,-0.95,1.38,0.43,-0.91,0.65,-1.03,0.2,Yes
1.47,-0.9,0.91,0.77,-1.04,0.96,4.25,0.65,-1.03,0.82,Yes
-0.74,-0.9,-1.1,-0.76,-0.0,-1.23,4.25,0.65,-1.03,-0.6,Yes
1.19,1.52,-1.1,-0.66,-0.0,-1.23,-0.91,-1.55,0.97,1.45,No
0.96,0.31,0.91,0.87,-1.04,0.45,0.81,0.65,-1.03,0.85,Yes
0.55,-0.9,0.91,0.1,-1.39,-1.23,-0.91,0.65,0.97,1.01,No
-1.12,1.52,-1.1,-0.47,1.03,0.68,-0.91,0.65,0.97,0.8,Yes
0.34,-0.9,0.91,-1.8,-1.73,-1.23,0.81,0.65,0.97,0.77,No
-1.2,-0.9,0.91,2.01,-1.39,0.52,-0.91,0.65,-1.03,-1.7,Yes
-2.09,-0.9,0.91,-0.47,0.34,0.71,-0.91,0.65,0.97,-1.38,No
-0.78,-0.9,0.91,1.06,-1.39,-1.23,0.81,-1.55,0.97,-1.42,No
0.15,1.52,-1.1,1.15,-1.39,0.34,-0.91,0.65,-1.03,-0.67,Yes
0.17,-0.9,-1.1,0.2,0.69,-1.23,0.81,0.65,-1.03,0.45,Yes
0.47,0.31,-1.1,-0.85,-0.35,0.72,4.25,0.65,-1.03,-0.22,Yes
0.92,-0.9,-1.1,-0.85,-0.0,0.31,0.81,-1.55,0.97,1.55,No
-1.16,0.31,0.91,-0.47,0.69,0.72,-0.91,-1.55,-1.03,-0.77,No
-0.22,0.31,0.91,0.1,0.69,1.13,-0.91,0.65,-1.03,-1.09,Yes
-1.63,-0.9,-1.1,0.01,0.34,-1.23,0.81,0.65,-1.03,1.06,No
-1.13,-0.9,0.91,-0.18,1.38,0.11,0.81,0.65,-1.03,-0.74,No
2.06,-0.9,0.91,-0.95,-0.0,-1.23,-0.91,0.65,-1.03,-1.59,No
0.35,1.52,0.91,-0.37,1.03,0.84,0.81,0.65,-1.03,-0.66,Yes
0.8,-0.9,0.91,-0.85,-0.7,0.38,-0.91,0.65,0.97,-1.4,Yes
0.46,-0.9,0.91,0.1,-1.04,1.02,0.81,-1.55,-1.03,0.87,No
-0.17,0.31,-1.1,-0.28,1.03,1.35,0.81,-1.55,-1.03,1.26,No
1.81,0.31,-1.1,-0.66,0.34,1.35,0.81,0.65,0.97,-0.36,No
1.98,0.31,-1.1,2.11,-0.7,0.44,-0.91,0.65,0.97,-0.69,Yes
-0.89,0.31,-1.1,1.53,-1.39,0.15,-0.91,-1.55,-1.03,0.42,Yes
-0.26,1.52,-1.1,-1.52,1.03,0.62,0.81,0.65,-1.03,-0.24,No
1.67,-0.9,-1.1,-0.37,-0.7,-1.23,0.81,-1.55,-1.03,-0.65,No
-1.59,-0.9,-1.1,-0.95,-1.04,0.0,-0.91,0.65,-1.03,-1.1,No
-1.05,0.31,-1.1,-1.33,1.03,1.09,2.53,0.65,-1.03,1.31,Yes
-1.01,-0.9,0.91,0.77,1.38,0.93,0.81,0.65,0.97,0.15,No
0.55,-0.9,0.91,-1.23,1.72,0.53,-0.91,-1.55,0.97,-0.74,No
-1.81,0.31,0.91,1.15,-0.7,0.72,0.81,0.65,0.97,1.3,Yes
-0.04,0.31,0.91,-1.14,1.03,-0.36,0.81,-1.55,-1.03,-0.15,No
-0.67,1.52,-1.1,-0.76,-0.35,-1.23,-0.91,0.65,0.97,-0.01,No
0.1,1.52,-1.1,-0.09,1.72,-1.23,-0.91,0.65,-1.03,0.42,Yes
1.88,0.31,-1.1,1.44,-0.7,0.45,-0.91,0.65,-1.03,0.91,Yes
0.26,-0.9,0.91,-0.09,1.03,-1.23,0.81,-1.55,0.97,0.22,No
-1.59,0.31,-1.1,0.2,-1.39,0.89,0.81,0.65,-1.03,-0.85,No
1.32,0.31,0.91,1.06,-1.39,0.56,2.53,-1.55,0.97,0.72,Yes
-0.83,-0.9,0.91,0.29,-1.04,-1.23,-0.91,-1.55,-1.03,0.55,Yes
0.73,0.31,0.91,0.87,1.38,0.78,0.81,0.65,0.97,0.97,Yes
0.45,-0.9,-1.1,0.96,-0.7,-1.23,-0.91,0.65,0.97,-0.08,Yes
2.06,-0.9,-1.1,0.1,-0.0,1.47,0.81,0.65,-1.03,0.95,Yes
-0.8,0.31,0.91,2.2,1.38,0.91,-0.91,-1.55,0.97,1.21,Yes
0.78,0.31,-1.1,0.01,-1.73,0.86,2.53,-1.55,-1.03,1.21,Yes
1.51,-0.9,0.91,0.1,-1.04,-0.23,-0.91,-1.55,-1.03,0.57,Yes
-0.12,1.52,0.91,1.82,-1.73,-1.23,-0.91,0.65,-1.03,1.61,Yes
-0.21,0.31,-1.1,0.01,0.69,1.12,0.81,0.65,-1.03,0.86,No
0.5,0.31,0.91,0.96,-1.73,1.4,0.81,0.65,0.97,1.31,Yes
1.11,0.31,0.91,0.39,0.34,0.29,0.81,0.65,-1.03,0.24,No
-2.18,-0.9,-1.1,1.15,0.69,-1.23,2.53,-1.55,0.97,0.14,Yes
-0.13,-0.9,0.91,-0.18,-0.7,-1.23,0.81,-1.55,-1.03,0.05,No
-0.58,-0.9,0.91,0.1,1.03,-1.23,-0.91,0.65,0.97,-1.5,No
1.22,1.52,-1.1,-0.18,-0.0,-1.23,-0.91,0.65,-1.03,1.73,Yes
-0.6,-0.9,0.91,0.2,1.03,0.7,0.81,0.65,-1.03,-1.37,No
0.42,-0.9,0.91,0.29,0.69,-1.23,0.81,0.65,-1.03,-1.69,Yes
0.15,1.52,0.91,0.67,-0.7,-1.23,0.81,0.65,-1.03,1.33,No
-0.2,0.31,0.91,2.96,1.38,0.63,-0.91,0.65,0.97,-0.48,Yes
0.29,-0.9,-1.1,-0.76,-1.39,-1.23,0.81,-1.55,-1.03,-0.24,No
1.6,0.31,0.91,-0.76,-1.39,0.66,0.81,0.65,0.97,-1.5,No
-2.6,-0.9,-1.1,0.1,-0.35,1.03,-0.91,-1.55,-1.03,0.57,Yes
1.82,-0.9,0.91,1.15,0.34,-1.23,-0.91,0.65,0.97,-1.2,Yes
2.06,0.31,-1.1,0.01,-0.0,1.27,0.81,0.65,-1.03,-0.89,Yes
0.0,0.31,-1.1,0.87,-1.04,1.01,-0.91,0.65,-1.03,-0.55,Yes
0.97,0.31,-1.1,1.15,-0.7,0.57,2.53,0.65,-1.03,-1.1,Yes
-0.26,0.31,0.91,0.01,-1.73,0.94,0.81,0.65,-1.03,-1.66,Yes
0.42,0.31,-1.1,-0.56,-1.04,1.47,-0.91,-1.55,-1.03,1.35,Yes
0.63,0.31,0.91,-0.47,-1.04,0.57,-0.91,0.65,0.97,0.14,No
-0.88,0.31,-1.1,3.25,-0.0,0.45,-0.91,0.65,-1.03,-1.17,Yes
1.02,-0.9,0.91,0.01,-0.35,1.61,0.81,0.65,0.97,1.51,No
-0.4,1.52,-1.1,0.01,-1.04,1.02,-0.91,-1.55,-1.03,1.53,Yes
-0.58,0.31,0.91,-0.18,-0.0,0.67,2.53,0.65,-1.03,-1.0,Yes
-0.46,1.52,-1.1,0.29,-0.35,1.01,-0.91,-1.55,0.97,1.58,Yes
-2.1,-0.9,0.91,2.1,-0.0,-0.19,0.81,-1.55,-1.03,-1.24,No
1.63,-0.9,0.91,0.01,0.34,1.4,-0.91,-1.55,-1.03,0.02,No
0.78,0.31,0.91,-1.04,-1.04,1.07,-0.91,-1.55,0.97,-1.36,No
0.56,0.31,-1.1,1.06,1.72,0.24,0.81,0.65,0.97,-0.92,Yes
0.93,0.31,0.91,-0.76,-0.35,0.13,0.81,0.65,0.97,0.61,Yes
-0.93,0.31,-1.1,0.77,-0.35,0.85,0.81,0.65,-1.03,0.97,Yes
